,chr2L,chr2R,chr3L,chr3R,chrX,H3K4me2,ISWI,Chriz,WDS,MRG15,H3K79me3,RNA-polymerase-II,H1,H3K27me3,start_coord
11,1.0,0.0,0.0,0.0,0.0,0.5017336823610987,0.4511955630513638,-0.18708759388589133,0.30962472326290075,0.9537598179687471,0.27697931033106865,1.2421901917688958,0.08584508823761818,-1.8616816936505924,0.022
12,1.0,0.0,0.0,0.0,0.0,1.1579910451652635,1.777504680572921,1.1624685462325073,1.1962377025554727,1.2076267884432041,0.9909743345761092,1.2221135937580976,-1.4804394924543223,-1.4427137679005753,0.024
13,1.0,0.0,0.0,0.0,0.0,1.1297373584220431,0.9095018885872853,1.7359252606168596,1.0961068171200794,1.9512394512233786,0.9742774462629422,-0.02903416910603185,0.07143066327285603,-1.105536024006105,0.026
14,1.0,0.0,0.0,0.0,0.0,1.3515486772515288,1.4767267555791994,2.767855599109125,1.787187038747621,1.3271133104859234,1.0180566513974023,1.0929201441642407,-0.6154406802685476,-0.5849412645187283,0.028
15,1.0,0.0,0.0,0.0,0.0,0.697727533603947,0.722911708238328,0.4973809915022443,0.37778911616127225,0.43738946440827053,0.3067280735696378,0.5779261478562002,-1.109771109502946,-1.4966838346716973,0.03
16,1.0,0.0,0.0,0.0,0.0,-0.7164136768056686,-1.1851445501810562,-0.5401349318123152,-0.7533012329771359,-0.31094374203643066,-0.371117790065791,-0.5674403798659109,1.0269460891805546,-0.6375256344291665,0.032
17,1.0,0.0,0.0,0.0,0.0,-0.05885745035500781,-0.12218659942332791,0.31463246550094337,-0.0935684366167651,0.28813383448423585,-0.14775734037188193,0.2743539886824393,-0.06912455648419813,-0.9082729207709679,0.034
18,1.0,0.0,0.0,0.0,0.0,-0.9970160951225637,-1.021316884602097,-0.7007122175164704,-0.905909913134985,-0.6915959455739997,-1.212887916415783,-0.437492275944134,-0.21582579419949183,0.18788426437548011,0.036
19,1.0,0.0,0.0,0.0,0.0,-0.9102163185089744,-0.74012858852801,-0.6175438706917605,-1.0819642414943849,-0.5769181835418307,-0.7062103868126097,-1.02460110175012,0.555255225693994,0.4953714071231989,0.038
20,1.0,0.0,0.0,0.0,0.0,0.9582351819789039,1.3879797941059924,1.5747800183657614,1.829472790949266,1.7876689485801938,1.0533873144184749,0.34989779854361847,0.7533185521266529,-1.16629601264341,0.04
21,1.0,0.0,0.0,0.0,0.0,0.7855903790207285,1.4455145666400382,0.39019074012885757,1.5195508792327932,0.9847359185392947,0.7275642315211652,0.8587724519400247,-1.0065406203922147,-0.9720523850390053,0.042
22,1.0,0.0,0.0,0.0,0.0,0.8604625470764881,0.5291629132849832,0.06518557671152107,0.04199518034630975,1.4054716208145874,0.7931543718361038,0.23431291976653112,-0.026581815666461988,-1.4942848557917532,0.044
23,1.0,0.0,0.0,0.0,0.0,0.7245845295658577,1.2634954918465444,0.08080366054645079,0.11361188442446327,1.1266590525849982,0.6195635275568616,0.8728695601125667,-1.2203353286845942,-0.6353928052088258,0.046
24,1.0,0.0,0.0,0.0,0.0,2.1086689969297394,4.466982637815398,0.6962157311094377,2.773466915514232,2.133909335800614,1.1620203325765113,2.1081139014204893,-4.910353845323512,-1.9824733407366082,0.048
25,1.0,0.0,0.0,0.0,0.0,1.9126873504644661,2.1561970054270096,-0.5810974867883998,0.6302599273948557,2.1409545218221475,2.9268379134744955,2.1000176731208517,-3.633377718559755,-1.696783842398325,0.05
26,1.0,0.0,0.0,0.0,0.0,1.1880009834827094,1.416577259022504,-0.20217976146495636,0.9083928517578129,1.282876834974094,2.3139970305491118,1.3633328414065755,-2.027047707235462,-1.4830097588755207,0.052
27,1.0,0.0,0.0,0.0,0.0,1.530729878062125,1.786017867033483,2.0538153563117634,1.7718940707086661,1.5221616735096921,1.3528831103175274,0.6277633294690381,-0.9119010218921575,-0.47287114243602085,0.054
28,1.0,0.0,0.0,0.0,0.0,1.7432575459523767,1.4089327031782752,2.5624411642282072,1.5063839181293586,2.4216527311180065,1.4053973096432146,-0.06625471570883396,0.17419696173225427,-0.5434844453934499,0.056
29,1.0,0.0,0.0,0.0,0.0,-0.5996515431822588,-0.480520969809297,-0.6923743123827995,-0.8425504610529145,-0.5443324441617953,-0.9712732234804288,-0.9963532119054287,-0.24983112425339127,3.260886927511044,0.058
30,1.0,0.0,0.0,0.0,0.0,-0.7529710016908105,-0.49929682894155075,-0.13343171567652343,-0.5575590039980057,-0.564317261865143,-0.7636213818306324,-1.5071779772876444,0.4607563021554904,1.6038785711725223,0.06
31,1.0,0.0,0.0,0.0,0.0,-1.006949826822137,-1.1649996221569736,-0.903443780856727,-0.9408036271232125,-0.9734329110615678,-1.4267873185490894,-1.4208254084303804,-0.09387711339036339,1.477131238825198,0.062
32,1.0,0.0,0.0,0.0,0.0,-0.5570219394343829,-1.1797903147873925,-0.527549138245654,-0.6345483425742786,-0.8058302151944804,-0.2927591890336731,-1.3175087384944584,1.5157857120231784,1.3122400022241039,0.064
33,1.0,0.0,0.0,0.0,0.0,-0.8770598190327147,-1.1255227801917833,-0.8488796395967986,-0.7074637254072584,-0.7255096226085729,-0.8961664647621278,-0.8959354781380512,0.2247069278363913,1.3757748211849308,0.066
34,1.0,0.0,0.0,0.0,0.0,-0.3324178018901196,-0.40036879342267556,-0.5293938411467094,-0.4344316907869084,-0.4331544043913191,-0.723305837043421,-0.46994651284357136,-0.3921561586465982,1.0915325040817094,0.068
35,1.0,0.0,0.0,0.0,0.0,-1.2788183873376002,-1.0819924775817542,-1.209654956082788,-1.320771091254308,-1.0421071657733505,-1.6327333544111677,-1.2279582273453533,0.38389848701491913,1.8800217135800514,0.07
36,1.0,0.0,0.0,0.0,0.0,-1.1816372832903728,-0.6934833258036239,-0.9642173411285976,-1.0201069154587348,-0.7071704694283538,-1.250953990367803,-1.3962612695773693,0.6540719199636644,1.8557461667838828,0.072
37,1.0,0.0,0.0,0.0,0.0,-1.2628848145391274,0.4169756064068928,-0.9581711203122133,-0.9164355483533242,-0.36032927314367946,-1.2574742417693294,-1.1794986448547595,0.3938187680954105,1.1948677698042658,0.074
38,1.0,0.0,0.0,0.0,0.0,-1.2218782048353265,-0.6061349802248277,-1.02467942906007,-0.8780479929741823,-0.8039603468773322,-1.4446473980428403,-1.7731676439233146,0.4190796283751744,1.151751976895339,0.076
39,1.0,0.0,0.0,0.0,0.0,-0.8985078657156753,-0.42796153494446243,-0.8259655180395035,-0.7185850662333992,-0.5953147657264185,-0.5187983213378226,-1.099448976754264,0.8180954228412355,1.2921920178106476,0.078
40,1.0,0.0,0.0,0.0,0.0,0.895485281807728,1.520825644653266,1.951230497728005,1.6565659352110238,1.4759154759869013,0.6198429324775987,-0.6841923691446244,-0.5147646664468942,-0.195942025696863,0.08
41,1.0,0.0,0.0,0.0,0.0,1.6670488184115961,2.1735680295933237,1.4414563425432985,1.0861278773194827,2.460410548198399,1.7136467727504952,0.709446008148343,-0.9720778921076662,-1.7100260917941852,0.082
42,1.0,0.0,0.0,0.0,0.0,1.7957820850516262,2.130006073341258,1.1436754902206316,1.4994842984507477,1.661815455347287,1.4450807314414158,1.1577738414405307,-1.8718271588706816,-0.8888426440445233,0.084
43,1.0,0.0,0.0,0.0,0.0,1.558809898896154,2.5632599221126555,1.464161453319252,1.7281525274129166,2.3701736884046776,1.003478495661315,2.1041854483880513,-1.5175154070823462,-1.2556801389684498,0.086
44,1.0,0.0,0.0,0.0,0.0,-1.150825552876214,-0.44455383903414286,-0.7673691663631339,-0.8420077085018307,-0.5219239688190415,-0.96681615836082,-1.655582174015665,0.5482358356993472,1.2224131376470715,0.088
45,1.0,0.0,0.0,0.0,0.0,-1.1927556194033988,-0.862207509064688,-1.0615561179761124,-0.9068876211121817,-0.6958352614274776,-1.1763842909013336,-1.45020845702273,0.9293683167223291,1.3600839578575132,0.09
46,1.0,0.0,0.0,0.0,0.0,-1.3477342588995629,-0.9287422686057194,-1.1122568608859225,-1.1835290629627027,-0.8497972569424056,-1.6930871921451487,-1.3034678554948278,-0.635330987725791,0.9643417377168453,0.092
47,1.0,0.0,0.0,0.0,0.0,-1.1337103116417007,-0.851048796709957,-1.1095497442444842,-1.2743216455603217,-0.618640354943208,-0.983057028045378,-1.2600127328184059,0.3116275149942716,1.124886269018214,0.094
48,1.0,0.0,0.0,0.0,0.0,-0.8816011660933412,-0.7178334233848069,-0.8305860351641862,-0.8558160847320395,-0.568861947424483,-0.9134708468921449,-0.9224474778563931,-0.13182981410687886,0.7615899457555416,0.096
49,1.0,0.0,0.0,0.0,0.0,-0.6539741110227055,-0.34642295614635144,-0.606320743932165,-0.5040062354822331,-0.33390512371770764,-0.5366766382822642,-0.9438090348920237,0.16222641960156206,0.9022359880750392,0.098
50,1.0,0.0,0.0,0.0,0.0,-0.7591579197056467,-0.5094768912528252,-0.4841202837223516,-0.9178535211463745,-0.5707461204787873,-0.7114950367593399,-0.33697289863875146,-0.2820409844523415,0.6695021312348671,0.1
51,1.0,0.0,0.0,0.0,0.0,-0.9862358517577214,-1.0009267214056876,-0.776455098252561,-1.0495630590976006,-0.8388431871725897,-0.9101671448851104,-1.2677311238675144,0.547309367049634,0.8188062830045767,0.102
52,1.0,0.0,0.0,0.0,0.0,-0.6918954733947373,0.16924713028468613,-0.8706380750244713,-0.7436162188325202,-0.16117545172839812,-0.6409810143067733,-0.71161928386245,0.1432872933022272,-0.2101930323994697,0.104
53,1.0,0.0,0.0,0.0,0.0,0.28627158153443893,0.4342813195851924,-0.05736545728546449,-0.18266960149930325,0.5082020416761761,1.0440305159855883,-0.538644596872528,-0.3845856038213701,0.21740303412911655,0.106
54,1.0,0.0,0.0,0.0,0.0,-0.32868223077344655,0.3093977774239352,-0.025241679213228275,-0.29490766673873886,0.5452464802805207,-0.01683040903993777,-0.7130949423274385,0.49499947654068266,0.12407938742193499,0.108
55,1.0,0.0,0.0,0.0,0.0,0.7241797083143461,2.5172110109861867,1.1629253328837443,1.373865772209931,1.8026713885692163,-0.030405803156042136,0.6733258520964822,-0.5974418036351925,-0.6098383857171814,0.11
56,1.0,0.0,0.0,0.0,0.0,0.4777168543351349,1.7399940320032743,0.5870466700074737,0.6496965944352416,1.4411177479127675,0.7224070361515557,-0.2808882784261519,0.21185416314449748,-0.15482624964450495,0.112
57,1.0,0.0,0.0,0.0,0.0,2.251126894974626,2.2615292469818677,2.1192546990895265,2.005752105777517,2.3441443303240637,1.5606060572939962,1.5622623105990987,-1.4186686990625996,-0.9835434316311771,0.114
58,1.0,0.0,0.0,0.0,0.0,2.5846275361122446,2.842178704298564,3.7590088768974486,2.4716980218706057,3.990786903573809,2.7159481235959575,0.4101150236980844,-0.005475961003674398,-1.4552955529664022,0.116
59,1.0,0.0,0.0,0.0,0.0,0.5197330143697335,0.6135048996372188,0.18600637382908308,0.031785971565319274,0.5326993303278301,-0.08279332199269528,-0.19224755208602598,0.1649168245170259,-0.4718940561587504,0.118
60,1.0,0.0,0.0,0.0,0.0,-1.1036096458664726,-0.7804917348942412,-1.044159874965771,-0.8341658492416665,-0.7520212806768103,-1.32460713964588,-0.9756778288248179,0.2364893901590385,0.8159351116743117,0.12
61,1.0,0.0,0.0,0.0,0.0,-0.8138254932338473,-0.37095590992676664,-0.6340545894022166,-0.6368693019069768,-0.4855308041027612,-0.7611079051580646,-0.5145455788321776,0.4472589899677411,0.6937407859520667,0.122
62,1.0,0.0,0.0,0.0,0.0,-1.2614833413336033,-0.7261274819711707,-0.9915908042269087,-0.8608679869737227,-0.6634408016304074,-0.9360690787188434,-1.273733569361493,0.8528417110502166,1.1600895636638826,0.124
63,1.0,0.0,0.0,0.0,0.0,-1.126881723537929,-0.7593219075838132,-0.9297942761261635,-0.7548624095200127,-0.780026735115461,-1.1802735529563078,-1.1421928379755228,0.5078593228073893,0.6847936062125654,0.126
64,1.0,0.0,0.0,0.0,0.0,-1.1129898656236012,-0.8835439236166187,-1.073079044452103,-1.1017054163750928,-0.8138766270481768,-1.1702523147072272,-0.811160870896209,0.5985343537518633,1.0289409163499474,0.128
65,1.0,0.0,0.0,0.0,0.0,-1.1440818312027439,-1.0775125819874292,-1.0530167833045807,-0.9421756728097521,-0.9594844858271426,-1.178563128245883,-0.9332142210942292,0.21801302465324665,0.8827424408151135,0.13
66,1.0,0.0,0.0,0.0,0.0,-1.3389579972357768,-1.0862812598305107,-1.1254557196317883,-1.1691039445863427,-1.057612798569715,-1.2145158951827628,-0.3793882248749416,1.2153674664242957,0.8690224874704238,0.132
67,1.0,0.0,0.0,0.0,0.0,-1.2494794426557894,-0.9370358771916817,-1.2143359919064503,-1.080459503294094,-0.8764196740487099,-1.1392612049842565,-0.5752671120766103,1.356398830687403,0.7363616327523783,0.134
68,1.0,0.0,0.0,0.0,0.0,-1.2363399285015158,-0.30596293295446053,-1.0332100276417069,-0.8760728242215974,-0.8636878356937553,-1.22780560972925,-1.3052415559791937,0.5370747639484977,1.1256187717453716,0.136
69,1.0,0.0,0.0,0.0,0.0,-1.5518933815810614,-0.5358666439929595,-1.4160012334199037,-1.5437664718942317,-0.6739325813525447,-2.054968553363928,-1.4008478915074878,0.46079104038005986,1.0467632513692027,0.138
70,1.0,0.0,0.0,0.0,0.0,-0.8073551911651641,-0.5168926317334404,-1.4294760348347042,-1.4001997914318935,-0.6829658992087011,-1.3752942845928113,-1.4927896200147757,0.03164064663770722,2.3908287279122975,0.14
71,1.0,0.0,0.0,0.0,0.0,0.31832629377913996,1.3312672934560157,-0.7483080844744735,0.3080471106946754,0.04821288516767077,-1.0688089190695724,-0.6135333240215145,-2.2584368526248673,0.8722390568338747,0.142
72,1.0,0.0,0.0,0.0,0.0,-0.8959697634076168,-0.5458443382631674,-1.097448406901455,-0.9451302535671015,-0.7163835539641236,-1.0688873684281668,-1.092453402818505,-0.6826985624714799,2.168752341331005,0.144
73,1.0,0.0,0.0,0.0,0.0,-0.7900938876043744,-0.04813902591712232,-1.0918766271280338,-0.8653997166268397,-0.4852681171255231,-0.8407845247373446,-1.0753238764559296,0.2057839867592196,1.2546954221061712,0.146
74,1.0,0.0,0.0,0.0,0.0,-1.2476329861311442,-0.4250922116355668,-0.8090143942933017,-0.7307034503615741,-0.7118420894287626,-1.1991519275373133,-1.011890769607778,1.3026709163907633,1.2420024523070727,0.148
75,1.0,0.0,0.0,0.0,0.0,-1.0628753873827252,-0.24135158335306883,-0.18810047443880987,-0.31468615486626844,-0.6497977891050513,-1.1943982840030993,-0.09661397661221298,1.0388787288441934,0.3918949852900836,0.15
76,1.0,0.0,0.0,0.0,0.0,-1.3079551778275762,-0.6721721982965148,-1.1191489382716717,-0.8307885412563892,-0.7479764694537788,-1.5431071624697494,-0.3385762278322272,1.4721405743971867,0.6125420936979358,0.152
77,1.0,0.0,0.0,0.0,0.0,-1.4128757115913861,-1.2907320462812621,-1.279978065522536,-1.2551893534204046,-1.1571293645394911,-1.789715368328212,-0.7570272473604683,0.6307960012166752,0.6798461558344198,0.154
78,1.0,0.0,0.0,0.0,0.0,-1.1880432798390386,-0.9511545135484153,-1.1602184010125853,-1.0472202612084691,-1.0346536568391458,-1.5311720423551187,-0.5335823201613128,1.137436883865801,0.8054267989802408,0.156
79,1.0,0.0,0.0,0.0,0.0,-1.2997070944061613,-0.8892117512563196,-1.1568086176396402,-1.140471410916982,-0.5358191772435265,-1.4136931669080361,-0.03954463292715984,0.9552488428009216,0.18883595610834852,0.158
80,1.0,0.0,0.0,0.0,0.0,0.21822088990162153,0.8093768941509173,0.9917520843645469,0.45512971945207154,1.1714002411262523,-0.025652432147832794,-0.14510579953609204,-0.2700978298297178,-0.2536867255122802,0.16
81,1.0,0.0,0.0,0.0,0.0,-0.20683330256987445,1.315107387249992,-0.38350217285245186,0.027428581349236456,-0.2574102280059334,-0.1667882816896553,0.06959608039998169,-0.6385164582597138,2.6164996650688166,0.162
82,1.0,0.0,0.0,0.0,0.0,1.0585141219337222,0.49313861720838853,-0.5600761083337471,-0.3134344312386048,0.4754088999255193,0.8648765643260952,1.552028868972423,-2.257593856192988,2.0921532009639705,0.164
83,1.0,0.0,0.0,0.0,0.0,1.1584222707814644,0.8061661258074255,-0.22988619095641888,1.0047367287393243,1.2723723142601462,1.6466745814705401,2.17449661717898,-2.0264303240340045,-0.8054659909518568,0.166
84,1.0,0.0,0.0,0.0,0.0,1.5692551464811,0.4998376609145138,-0.20404990511198695,0.4701744530020467,1.331144374782738,0.621122161152286,1.4889691926628024,-1.926514780990367,-1.1392943911671127,0.168
85,1.0,0.0,0.0,0.0,0.0,1.7951983846766724,0.9638579906592835,1.8628018135352555,1.0937581794921227,1.6303108982843852,1.4785755204211608,1.1475005369990938,-0.5717168106933308,-1.44103342769636,0.17
86,1.0,0.0,0.0,0.0,0.0,1.843455545583343,1.618450584573805,1.82947609932053,2.1890395671549605,1.2478512140821247,1.4647686849145882,1.4221719745049646,-1.291763637643506,-0.6113339148460198,0.172
87,1.0,0.0,0.0,0.0,0.0,0.5877062897027667,0.021593339692617192,0.47115199306001593,0.3740341303284912,0.42064312798249287,0.5143762558333088,-0.6230369637861457,0.32906439631179285,0.09698931088712355,0.174
88,1.0,0.0,0.0,0.0,0.0,-1.4991722929729239,-1.1072762087123487,-1.2235733231756298,-1.0117561734167335,-0.9398490783194597,-1.532394777301273,0.09229460061954746,1.0918101254164871,0.69482150626926,0.176
89,1.0,0.0,0.0,0.0,0.0,-1.0707843597109723,-1.0132055323322224,-1.171694592263921,-0.7301000879270373,-0.9419443657460386,-0.98819251900012,-0.32407809439560553,1.1034089653994468,0.2915253665589534,0.178
90,1.0,0.0,0.0,0.0,0.0,-1.1470171427209528,-0.980749499351588,-1.0579623491524623,-0.8335155063911561,-0.7004372329587434,-1.528665483659236,0.05099726816540758,0.3873531364345238,0.4933728401127845,0.18
91,1.0,0.0,0.0,0.0,0.0,-1.0564128673508209,-1.1104858549410168,-1.009256201377757,-1.0320675013529388,-0.9497176597333203,-0.9529943994828425,-1.0082713480599204,0.9642967099601761,0.6280629797957206,0.182
92,1.0,0.0,0.0,0.0,0.0,-1.026172595478131,-1.2300136501612526,-0.9417349815393937,-1.0261728302782716,-0.9207322305307863,-1.001910561838634,-0.6758992758838296,0.41626031549030873,0.7925327645180694,0.184
93,1.0,0.0,0.0,0.0,0.0,-1.0915546928522903,-1.058486022203556,-0.915080840049095,-0.9824728331651749,-0.8458741948045498,-0.9321546387391746,-1.3713747447619187,0.8500043457974461,1.1138960466482983,0.186
94,1.0,0.0,0.0,0.0,0.0,-0.5133549493730158,-0.41284825232212025,-0.4056737252038264,-0.1725592654068177,-0.7144596933102246,0.25531325129302507,-0.5032828277505116,-0.138156029506157,0.7880455995241514,0.188
95,1.0,0.0,0.0,0.0,0.0,0.12612703102882475,0.4228325366097915,-0.14845854043124965,0.30334544475455777,-0.44418736499910727,1.3468179817281232,1.035676793444589,-0.8397806857342045,-0.07119016735958583,0.19
96,1.0,0.0,0.0,0.0,0.0,0.6091553598679835,0.8137404435067154,-0.506093409478677,0.12208088788133337,0.3130124037463797,1.1462534501900148,1.160490570418655,-1.8941959200277105,-0.9876409437920044,0.192
97,1.0,0.0,0.0,0.0,0.0,-1.088886566575294,-0.7336760727083645,-1.1007615178226393,-1.3162691748206083,-0.5171584644881847,-0.599868326022072,-0.8528815818479265,0.8084670230101999,3.0395380067640048,0.194
98,1.0,0.0,0.0,0.0,0.0,0.24453023792988843,0.06681778474774164,0.3414787469483025,0.23992568272719628,0.3085647493589617,0.16270582144683934,-0.7079589925340913,-0.5390785837843444,2.0597064497907582,0.196
99,1.0,0.0,0.0,0.0,0.0,0.9057110819747459,0.7393121256027565,0.9934737815866918,0.9661289033059659,0.6447164562509171,0.96484219997503,0.5946953027053353,-0.06049613713386804,-0.1201625770622957,0.198
100,1.0,0.0,0.0,0.0,0.0,-0.47169542506063655,1.0477663917817202,-0.245156613615932,0.16694625510590058,-0.5543316948768514,-0.33339121002364647,-0.3092894582230375,0.08913950947230889,0.8791269021908988,0.2
101,1.0,0.0,0.0,0.0,0.0,-0.29605605321136136,0.25597425821063047,0.07209027653987225,0.20851477967807125,0.013816074336726894,0.031095999037746857,-0.07812232032659902,0.8403344526620964,0.38244350455079185,0.202
102,1.0,0.0,0.0,0.0,0.0,0.11592870607447797,-0.0504017106871807,-0.03485498506454325,0.22867629907089576,0.3960737526286294,-0.1572405909332862,-0.33490041213584043,-0.2714805348053366,-0.026022260104976047,0.204
103,1.0,0.0,0.0,0.0,0.0,-0.7804231172171859,-0.8587231997863207,-0.7760116993692087,-0.7051246092197551,-0.5142318682591783,-0.9053991515271907,-0.8360674276917284,0.25587645355710337,-0.14202887700392344,0.206
104,1.0,0.0,0.0,0.0,0.0,-0.8995808488431312,-1.1294680864278501,-0.7996612238895061,-0.9181480070153577,-0.6972561566248306,-1.1116305589543027,-1.0017065872065065,0.31098808768886715,0.11438024645335934,0.208
105,1.0,0.0,0.0,0.0,0.0,-0.1974501806214121,-0.220353246258522,-0.2240986703861723,-0.24606172956752537,-0.14063188711202065,-0.2702664605637356,0.02289697916889122,-0.1826171805188782,-0.10458832008222169,0.21
106,1.0,0.0,0.0,0.0,0.0,0.35302391303212954,0.17532336976041468,0.0016296456793742108,0.116277700701724,0.1406886284634061,-0.33477814950027507,1.0113920559115939,0.2539621423624586,-0.6537077725491359,0.212
107,1.0,0.0,0.0,0.0,0.0,1.9120770744249764,1.4711915486564744,2.0378472989744867,1.7423773840952606,2.349981720449125,2.2657315462089094,0.31744551767713125,0.17697878940558048,-1.669401487756171,0.214
108,1.0,0.0,0.0,0.0,0.0,2.44585777883345,2.857268849548557,0.1845833919398469,2.299193823174473,1.225995066392938,1.794564139785401,2.900180761577865,-4.087221114338204,-1.5624224355598002,0.216
109,1.0,0.0,0.0,0.0,0.0,0.3339080044588852,1.6367630241254396,0.9652041233862898,1.1014151547446502,0.5611928435196815,0.2142240189116656,0.09384582571789825,-1.3497259227653065,0.38376381372996676,0.218
110,1.0,0.0,0.0,0.0,0.0,1.1112176261771314,1.490914836058867,1.6242733969609229,1.8814560274864227,1.3692787433122227,1.1433917334886172,-0.2499582069432939,0.028924254728713596,-0.4007239740591185,0.22
111,1.0,0.0,0.0,0.0,0.0,2.0689195511949743,2.126833001050884,2.4706828264989946,2.3782890144879576,1.935755022265154,2.1709536603061386,2.4540760023787414,-0.9293077672864556,-1.0683752211825133,0.222
112,1.0,0.0,0.0,0.0,0.0,-0.6281931403446062,-0.83665411997445,-0.7103144796024191,-0.4312514861844263,-0.8125373139554393,-0.5281386566908753,-0.6883169024970713,0.7443857912558428,0.5149019252384753,0.224
113,1.0,0.0,0.0,0.0,0.0,-0.9846358785222423,-1.0505869121887206,-0.8369912219936781,-0.8085097202384949,-1.0293783909520475,-1.161655463199067,-1.226955712269126,0.6902237860162399,0.44679096819234837,0.226
114,1.0,0.0,0.0,0.0,0.0,-0.9078283463553344,-0.11761830046738805,-0.8398664474559424,-0.46851532562463655,-0.47305112144022954,-1.0622629194389772,-0.5627381491725062,0.7642196148877207,0.5307739716392501,0.228
115,1.0,0.0,0.0,0.0,0.0,-0.8277517999500903,-0.38014792301017986,-0.9118124894042662,-1.0640454524186165,-0.770892697831814,-1.325096526322282,-0.7190214313423617,0.5266157751337768,0.2798280430780949,0.23
116,1.0,0.0,0.0,0.0,0.0,-0.9339812447200212,-1.199082575359749,-0.9004697446720153,-1.005850210735807,-0.9615399292806124,-1.0725580391935943,-0.3038679395540641,0.6714553064344221,0.5860660889080286,0.232
117,1.0,0.0,0.0,0.0,0.0,-0.2887454063526097,-0.4611636497742184,-0.04126351525401513,-0.5572868844069202,-0.474782325261528,-0.092400994433285,0.23027605925340075,0.440439450820891,0.19601338317344882,0.234
118,1.0,0.0,0.0,0.0,0.0,1.577866543562089,1.876552759732268,1.8959862665826914,1.9773566320213745,1.316344003457263,1.416552241363648,2.2839487155327753,-1.0059427088373498,-1.3199996766971518,0.236
119,1.0,0.0,0.0,0.0,0.0,-0.024360106052741998,-0.2731153498801868,0.4470370185515465,0.16146712203873304,0.029091067135333815,-0.2846086920473193,-0.5616396663232616,0.400434674339822,-0.03127348373914921,0.238
120,1.0,0.0,0.0,0.0,0.0,-0.7756339945131282,-1.0270794787234385,-0.4318908131590271,-0.8197240751830271,-0.8810655351654191,-0.4841646211930093,-0.7252499833329283,1.4428936763324716,0.5994804295308445,0.24
121,1.0,0.0,0.0,0.0,0.0,-0.20853475390708345,0.18019047709787997,-0.10595024759752397,-0.1363311485909017,-0.20240203133444462,-0.41699691232671093,-0.4824760464593648,0.13352152283684043,0.2578669555154706,0.242
122,1.0,0.0,0.0,0.0,0.0,-0.6665094277793989,-0.3223976511720046,-0.6407084148485356,-0.828177449417162,-0.6326731547465888,-0.5756541629112862,-0.8477143271255424,0.6851330172383864,1.3720284117404569,0.244
123,1.0,0.0,0.0,0.0,0.0,-0.9947175508298308,-0.8415092691832189,-0.8376883763885228,-1.0117237851146985,-0.8649869205662961,-1.5242322997538567,-0.8751542485539213,0.3194532663638694,0.8240375869202861,0.246
124,1.0,0.0,0.0,0.0,0.0,-0.06089193902387365,0.48893232791756075,0.2733315577171535,0.3336938928010288,0.522997438487416,-0.4480950087757169,-0.22779689592921695,0.04241513046475894,0.021752061133384983,0.248
